anio,mes,dia,titulo,descripcion
2024,1,23,Encuesta de Ocupación Hotelera (EOH) - Noviembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,2,22,Encuesta de Ocupación Hotelera (EOH) - Diciembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,3,22,Encuesta de Ocupación Hotelera (EOH) - Enero 2024,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,4,25,Encuesta de Ocupación Hotelera (EOH) - Febrero 2024,"<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,5,22,Encuesta de Ocupación Hotelera (EOH) - Marzo 2024 Nuevo tablero disponible en el SINTA,"<li><a href=""https://bitacora.yvera.tur.ar/posts/2024-03-26-tablero-eoh/"">📖 Post Bitácora</a></li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li>
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,6,25,Encuesta de Ocupación Hotelera (EOH) - Abril 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,7,23,Encuesta de Ocupación Hotelera (EOH) - Mayo 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,8,21,Encuesta de Ocupación Hotelera (EOH) - Junio 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,9,20,Encuesta de Ocupación Hotelera (EOH) - Julio 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,10,21,Encuesta de Ocupación Hotelera (EOH) - Agosto 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,11,21,Encuesta de Ocupación Hotelera (EOH) - Septiembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,12,19,Encuesta de Ocupación Hotelera (EOH) - Octubre 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,1,21,Encuesta de Ocupación Hotelera (EOH) - Noviembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,2,19,Encuesta de Ocupación Hotelera (EOH) - Diciembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,3,20,Encuesta de Ocupación Hotelera (EOH) - Enero 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,4,22,Encuesta de Ocupación Hotelera (EOH) - Febrero 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,5,20,Encuesta de Ocupación Hotelera (EOH) - Marzo 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,6,23,Encuesta de Ocupación Hotelera (EOH) - Abril 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,7,21,Encuesta de Ocupación Hotelera (EOH) - Mayo 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,8,20,Encuesta de Ocupación Hotelera (EOH) - Junio 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,9,22,Encuesta de Ocupación Hotelera (EOH) - Julio 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,10,21,Encuesta de Ocupación Hotelera (EOH) - Agosto 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,11,19,Encuesta de Ocupación Hotelera (EOH) - Septiembre 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2025,12,19,Encuesta de Ocupación Hotelera (EOH) - Octubre 2025,"<li><a href=""https://tableros.yvera.tur.ar/tablero_eoh"">💻 Tablero</a></li> 
<li><a href=""https://tableros.yvera.tur.ar/eoh.html"">💻 Reporte</a></li> 
<li><a href=""https://www.yvera.tur.ar/estadistica/informe/info/encuesta-de-ocupacion-hotelera-eoh"">🔗 Informe</a></li> 
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=sector-hotelero"">📖 Datos Abiertos</a></li>"
2024,1,9,Estadísticas de turismo internacional (ETI) - Noviembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,2,7,Estadísticas de turismo internacional (ETI) - Diciembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,3,5,Estadísticas de turismo internacional (ETI) - Enero 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,4,10,Estadísticas de turismo internacional (ETI) - Febrero 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,5,9,Estadísticas de turismo internacional (ETI) - Marzo 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,6,11,Estadísticas de turismo internacional (ETI) - Abril 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,7,12,Estadísticas de turismo internacional (ETI) - Mayo 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,8,8,Estadísticas de turismo internacional (ETI) - Junio 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,8,26,Estadísticas de turismo internacional (ETI) - Julio 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,9,26,Estadísticas de turismo internacional (ETI) - Agosto 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,10,25,Estadísticas de turismo internacional (ETI) - Septiembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,11,25,Estadísticas de turismo internacional (ETI) - Octubre 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2024,12,23,Estadísticas de turismo internacional (ETI) - Noviembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,1,27,Estadísticas de turismo internacional (ETI) - Diciembre 2024,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,2,25,Estadísticas de turismo internacional (ETI) - Enero 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,3,25,Estadísticas de turismo internacional (ETI) - Febrero 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,4,25,Estadísticas de turismo internacional (ETI) - Marzo 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,5,26,Estadísticas de turismo internacional (ETI) - Abril 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,6,25,Estadísticas de turismo internacional (ETI) - Mayo 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,7,29,Estadísticas de turismo internacional (ETI) - Junio 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,8,26,Estadísticas de turismo internacional (ETI) - Julio 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,9,25,Estadísticas de turismo internacional (ETI) - Agosto 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,10,27,Estadísticas de turismo internacional (ETI) - Septiembre 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,11,27,Estadísticas de turismo internacional (ETI) - Octubre 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2025,12,23,Estadísticas de turismo internacional (ETI) - Noviembre 2025,"<li><a href=""https://tableros.yvera.tur.ar/internacional.html"">💻 Reporte</a></li>
<li><a href=""https://tableros.yvera.tur.ar/turismo_internacional/"">👨🏻‍💻 Tablero</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset?groups=turismo-internacional"">📖 Datos Abiertos</a> </li>"
2023,10,9,Estadisticas de visitas en Áreas Protegidas - Febrero 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,3,Estadisticas de visitas en Áreas Protegidas - Marzo 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,17,Estadisticas de visitas en Áreas Protegidas - Abril 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,23,Estadisticas de visitas en Áreas Protegidas - Mayo 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,23,Estadisticas de visitas en Áreas Protegidas - Junio 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,30,Estadisticas de visitas en Áreas Protegidas - Julio 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,11,30,Estadisticas de visitas en Áreas Protegidas - Agosto 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,12,11,Estadisticas de visitas en Áreas Protegidas - Septiembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2023,12,11,Estadisticas de visitas en Áreas Protegidas - Octubre 2023,"<li><a href=""https://tableros.yvera.tur.ar/parques_nacionales.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/parques-nacionales"">🔗 Informe</a> </li>
<li><a href=""http://datos.yvera.gob.ar/dataset/parques-nacionales"">📖 Datos Abiertos</a> </li>"
2024,1,19,Estadisticas de visitas en Áreas Protegidas - Noviembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,1,26,Estadisticas de visitas en Áreas Protegidas - Diciembre 2023,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,2,26,Estadisticas de visitas en Áreas Protegidas - Enero 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,3,18,Estadisticas de visitas en Áreas Protegidas - Febrero 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,4,26,Estadisticas de visitas en Áreas Protegidas - Marzo 2024,"<li><a href=""https://tableros.yvera.tur.ar/areas_protegidas.html"">💻 Reporte</a></li>
<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
2024,6,5,Estadisticas de visitas en Áreas Protegidas - Abril 2024,"<li><a href=""https://www.yvera.tur.ar/sinta/informe/info/areas-protegidas"">🔗 Informe</a> </li>
<li><a href=""https://datos.yvera.gob.ar/dataset?groups=turismo-naturaleza"">📖 Datos Abiertos</a> </li>
<li><a href=""https://tableros.yvera.tur.ar/tablero_areas_protegidas/"">💻 Tablero</a> </li>"
